# Temp_mean_R,Temp_mean_S, mass_mean, normalized_mass_mean, masslossrate_mean, normlized_masslossrate_mean, reacr_mean
6.766670000000000584e+01, 6.769849999999999568e+01, 9.420652500000000984e+00, 9.787973107796097416e-01, -8.497500000000712816e-03, -8.828825973944405374e-04, 2.942941991315173311e-04
6.800000000000000000e+01, 6.802337500000000148e+01, 9.417822499999999764e+00, 9.785032763282266455e-01, -8.557500000001105889e-03, -8.891165433601962631e-04, 2.963721811201081024e-04
6.833329999999999416e+01, 6.835029999999999006e+01, 9.414947500000000247e+00, 9.782045664173695254e-01, -8.621250000002689262e-03, -8.957401109489327795e-04, 2.985800369829649803e-04
6.866670000000000584e+01, 6.867912499999999909e+01, 9.412074999999997971e+00, 9.779061162542607155e-01, -8.621250000002689262e-03, -8.957401109489327795e-04, 2.985800369829649803e-04
6.900000000000000000e+01, 6.900777499999999520e+01, 9.409199999999998454e+00, 9.776074063434035955e-01, -8.684999999998943565e-03, -9.023636785371157024e-04, 3.007878928457108358e-04
6.933329999999999416e+01, 6.932209999999999184e+01, 9.406284999999998675e+00, 9.773045404685692938e-01, -8.733749999995765734e-03, -9.074287596339288388e-04, 3.024762532112812430e-04
6.966670000000000584e+01, 6.965357499999998936e+01, 9.403377500000001277e+00, 9.770024538369810330e-01, -8.711249999996617532e-03, -9.050910298968742676e-04, 3.016970099656290927e-04
7.000000000000000000e+01, 6.997817499999999313e+01, 9.400477500000000930e+00, 9.767011464486380357e-01, -8.711250000001946603e-03, -9.050910298974279697e-04, 3.016970099658511373e-04
7.033329999999999416e+01, 7.030467500000000314e+01, 9.397569999999999979e+00, 9.763990598170493307e-01, -8.726250000004043272e-03, -9.066495163890745529e-04, 3.022165054630265857e-04
7.066670000000000584e+01, 7.063219999999999743e+01, 9.394659999999998234e+00, 9.760967134377119825e-01, -8.714999999997807834e-03, -9.054806515198551668e-04, 3.018268838399507104e-04
7.100000000000000000e+01, 7.095652499999999918e+01, 9.391760000000001440e+00, 9.757954060493694293e-01, -8.714999999997807834e-03, -9.054806515198551668e-04, 3.018268838399507104e-04
7.133329999999999416e+01, 7.128287499999999000e+01, 9.388849999999999696e+00, 9.754930596700320811e-01, -8.726250000001378737e-03, -9.066495163887976477e-04, 3.022165054629155634e-04
7.166670000000000584e+01, 7.160965000000000202e+01, 9.385942500000000521e+00, 9.751909730384435981e-01, -8.726249999998714202e-03, -9.066495163885208508e-04, 3.022165054628045411e-04
7.200000000000000000e+01, 7.193937499999999829e+01, 9.383032500000000553e+00, 9.748886266591064720e-01, -8.741250000000810871e-03, -9.082080028801674341e-04, 3.027360009600355006e-04
7.233329999999999416e+01, 7.225847500000000423e+01, 9.380114999999999981e+00, 9.745855010365235271e-01, -8.748750000000526938e-03, -9.089872461258522189e-04, 3.029957487086232248e-04
7.266670000000000584e+01, 7.258657499999999629e+01, 9.377200000000000202e+00, 9.742826351616892255e-01, -8.744999999999336637e-03, -9.085976245028714281e-04, 3.028658748343016072e-04
7.300000000000000000e+01, 7.291817499999999086e+01, 9.374285000000000423e+00, 9.739797692868549239e-01, -8.760000000001433307e-03, -9.101561109945179029e-04, 3.033853703315325667e-04
7.333329999999999416e+01, 7.323647500000001287e+01, 9.371359999999999246e+00, 9.736758644210261604e-01, -8.771250000002339675e-03, -9.113249758631836953e-04, 3.037749919543863975e-04
7.366670000000000584e+01, 7.356527499999999975e+01, 9.368437499999998863e+00, 9.733722193029461511e-01, -8.767499999998484839e-03, -9.109353542399259993e-04, 3.036451180799537575e-04
7.400000000000000000e+01, 7.389285000000000991e+01, 9.365515000000000256e+00, 9.730685741848662529e-01, -8.771249999997010605e-03, -9.113249758626299933e-04, 3.037749919542198640e-04
7.433329999999999416e+01, 7.421717499999999745e+01, 9.362590000000000856e+00, 9.727646693190377114e-01, -8.767500000001149374e-03, -9.109353542402027961e-04, 3.036451180800647798e-04
7.466670000000000584e+01, 7.454319999999999879e+01, 9.359669999999999490e+00, 9.724612839487061233e-01, -8.775000000000865441e-03, -9.117145974858876893e-04, 3.039048658286525040e-04
7.500000000000000000e+01, 7.486820000000000164e+01, 9.356740000000000279e+00, 9.721568595873804064e-01, -8.774999999998200906e-03, -9.117145974856107841e-04, 3.039048658285414817e-04
7.533329999999999416e+01, 7.519652499999999407e+01, 9.353820000000000690e+00, 9.718534742170490404e-01, -8.752499999999052704e-03, -9.093768677485562129e-04, 3.031256225828338202e-04
7.566670000000000584e+01, 7.552790000000000248e+01, 9.350905000000000911e+00, 9.715506083422147388e-01, -8.737500000002285105e-03, -9.078183812574633317e-04, 3.026061270858249053e-04
7.600000000000000000e+01, 7.585272499999999241e+01, 9.347994999999999166e+00, 9.712482619628773906e-01, -8.718750000001662670e-03, -9.058702731431128629e-04, 3.019567577143833503e-04
7.633329999999999416e+01, 7.617872499999998581e+01, 9.345092499999999802e+00, 9.709466948267859721e-01, -8.699999999998375699e-03, -9.039221650284853804e-04, 3.013073883428307731e-04
7.666670000000000584e+01, 7.650927500000000236e+01, 9.342195000000000249e+00, 9.706456471861917290e-01, -8.688750000000133866e-03, -9.027533001600964932e-04, 3.009177667200324535e-04
7.700000000000000000e+01, 7.683384999999999820e+01, 9.339299999999999713e+00, 9.703448592933459071e-01, -8.684999999998943565e-03, -9.023636785371157024e-04, 3.007878928457108358e-04
7.733329999999999416e+01, 7.716219999999999857e+01, 9.336405000000000953e+00, 9.700440714005003073e-01, -8.636249999999456861e-03, -8.972985974400256607e-04, 2.990995324799738952e-04
7.766670000000000584e+01, 7.749169999999999447e+01, 9.333542500000000075e+00, 9.697466602283859594e-01, -8.587500000002634692e-03, -8.922335163432125243e-04, 2.974111721144034881e-04
7.800000000000000000e+01, 7.782367500000000859e+01, 9.330679999999999197e+00, 9.694492490562715004e-01, -8.591250000001160458e-03, -8.926231379659165183e-04, 2.975410459886695946e-04
7.833329999999999416e+01, 7.814782499999999743e+01, 9.327814999999999301e+00, 9.691515781364086202e-01, -8.576249999999063789e-03, -8.910646514742700435e-04, 2.970215504914386351e-04
